run_id,track,table,model,target,horizon,fold,node,feature_group,seed,epoch,execution_status,evidence_status_code,evidence_status,completion_mark,rerun_policy,comparison_fold_count,grade_RMSE,relative_error_RMSE,grade_MAPE,relative_error_MAPE,grade_RAE,relative_error_RAE,grade_MAE,relative_error_MAE,comparison_key,config_fingerprint,returncode,attempt_id,model_failure_count,classification_reason,source_manifest
audited-t3-TimeXer-occ-6-1-region-None-42-1-6d1dbe98,audited,3,TimeXer,occ,6,1,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,82e605b94f0ef9a5446c52155c2661438aeccb136087611e15e4a3f86a167c29,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-6-2-region-None-42-1-117b46de,audited,3,TimeXer,occ,6,2,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,2e55a55f79ddd567fd1d6b1e518ba3e6bf50f8ff5f15a434e4945b69365656d5,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-6-3-region-None-42-1-33c43f7f,audited,3,TimeXer,occ,6,3,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,0a158b012b92020b1016d3600ca9f7fadb9eda19715bdd4048d4d35eaf964b87,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-6-4-region-None-42-1-ee7de69c,audited,3,TimeXer,occ,6,4,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,45496c9680e40c965ee4dfcb6af30d025f17c3921f818a658a87e09d82500abc,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-6-5-region-None-42-1-3ce1df02,audited,3,TimeXer,occ,6,5,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,01467b92879808cdb35bc68c7944a0702bda7e36326ada166d90877d10f3c9b1,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-6-6-region-None-42-1-0f6501ba,audited,3,TimeXer,occ,6,6,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.048859602632418384,trend,0.053253764727986846,trend,0.06375282301068913,trend,0.06374959124622896,audited|3|TimeXer|6,526133a9162373f8afa950e614b88e3928009dfcc8af404e81378235b50b3b7f,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-1-region-None-42-1-d9868f3b,audited,3,TimeXer,occ,9,1,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,1c7c7183e19385caa00f708c978a629c3af108f2cb3c896df51a89c27850b705,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-2-region-None-42-1-0ee8ec92,audited,3,TimeXer,occ,9,2,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,476c5cbfae76b95f701dfe71c09bfab202d8e79f40b84a4fce60d4a4b37ac63e,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-3-region-None-42-1-63bc5a18,audited,3,TimeXer,occ,9,3,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,3c2aaa17747a5b8475fc85ebf5c40a1c62ad26564a9de32acdb668d935ea971a,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-4-region-None-42-1-9554ec3d,audited,3,TimeXer,occ,9,4,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,0a65c4ae7a9404fcb7c0e7d4113c4505007a21ba5511c720001b1228e24aeea5,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-5-region-None-42-1-f0ff4468,audited,3,TimeXer,occ,9,5,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,a87453ff738658ad542dbba96f9ed718d3ca4da19c877ed2c7acd252dee6c59f,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-9-6-region-None-42-1-486e44db,audited,3,TimeXer,occ,9,6,region,None,42,1,complete,S3,只恢复相对趋势,✓,reuse_existing_artifact,6,approximate,0.04708733821101099,approximate,0.020747383402880414,trend,0.050841505353419476,trend,0.05067828209489853,audited|3|TimeXer|9,c1ef577c8146f3e8def1444dee322c5d95c4e40b1ff272484035e6dee705a4ad,0,,0,至少一项论文披露指标相对误差超过 5%，仅保留趋势级证据。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-1-region-None-42-1-422dc7de,audited,3,TimeXer,occ,12,1,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,21c9c00f95e8e1f1c7507e6fa0bcdee8f55799d7ee5922d317de37ac845436df,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-2-region-None-42-1-e7ef3dd2,audited,3,TimeXer,occ,12,2,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,b38320d93c32aeca099fa2d8f6f42a516a1fa022a5191038182a54a5ba23fc3e,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-3-region-None-42-1-d5922fbe,audited,3,TimeXer,occ,12,3,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,19000bf0ed29bc979d9a58816398671da1f7e7efc1c38f287baef52b11f9c1bf,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-4-region-None-42-1-7e796afd,audited,3,TimeXer,occ,12,4,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,92452b3b5afef98c6fcbc3f14e2989abddc643f187c17baaf0ce1d55a3d76bd8,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-5-region-None-42-1-7b15a608,audited,3,TimeXer,occ,12,5,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,6bd1e0103f9b656ecef25636f531be2a75c4098987d4470527f84846133b56d7,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t3-TimeXer-occ-12-6-region-None-42-1-72ebae01,audited,3,TimeXer,occ,12,6,region,None,42,1,complete,S2,协议基本一致但有披露差异,✓,reuse_existing_artifact,6,exact,0.0028096834123598844,exact,0.005373444260467222,exact,0.006743131302821742,exact,0.006888053851674751,audited|3|TimeXer|12,cabe0bfd16aec7ab7c0df69abee222d0e0f4cc8e4d0a760d78483a9b319948c8,0,,0,六折与主要协议可对齐，但存在 audited 修正或至少一项指标为 2%–5% 近似级。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table3.csv
audited-t4-lo-occ-3-1-194-None-42-20-42da10db,audited,4,lo,occ,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,7dfb30e6276e2707128822e38e60bd890f764fcceb8fb32071d92494a803a6ee,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-occ-3-2-194-None-42-20-b4b3fd50,audited,4,lo,occ,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,9d73321c6959825a3cc7d9cc79c0fc56a704ee85d18c280e410ca50d77d4aea4,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-occ-3-3-194-None-42-20-8838af89,audited,4,lo,occ,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,2a746463670c03fc5919c8e37b5cc9282ab3b13ca7a0a7c7fec4d764eb3ea904,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-occ-3-4-194-None-42-20-24059461,audited,4,lo,occ,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,d34a35411bfeffcf6d5dfed92f6749c9309a5fbba7cb1809bf83d0b4c56e21c2,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-occ-3-5-194-None-42-20-d976338b,audited,4,lo,occ,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,2c5ab5b99379d9a822678620a13d7d8f7e05a3eb373bca98d920f9fc28195634,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-occ-3-6-194-None-42-20-9a89bbe8,audited,4,lo,occ,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,493e1f884b7160c625448c1b0e3e5f38bf32e612993c043984cbaecda1f232d1,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-1-194-None-42-20-acd170bf,audited,4,lo,duration,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,36d6afc387483f625f877d5129beba6e293dc44e2ef0df1019bbfadb91ef5caa,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-2-194-None-42-20-7c68684f,audited,4,lo,duration,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,17657ec605b2783c7a082a3b86cfd139055671af6b993ac222edd5517df4459b,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-3-194-None-42-20-da58f585,audited,4,lo,duration,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,6a6be6aec20ec73a96330f9bbf14e4125a8b003bea5da06640a4184bb03a808d,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-4-194-None-42-20-8b478f38,audited,4,lo,duration,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,7edb869cd05cfffa87c43201faa1c3c460301ddcf406d74522b4bda492ca19ec,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-5-194-None-42-20-e9424c02,audited,4,lo,duration,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,fc1685302002c55943af5c9f908c810fd7a407fa2ac2db3c8ba2351801b5289b,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-duration-3-6-194-None-42-20-9a239544,audited,4,lo,duration,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,d925fc480a94090d146a0861df2146e21b7c04ea1f6cd99f3055b1a695307cb3,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-1-194-None-42-20-a983f164,audited,4,lo,volume,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,89a1941cd39a3ad91fa026d732844adc5902afe28146abe334dfeec291358e50,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-2-194-None-42-20-7668071b,audited,4,lo,volume,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,437cf260272c65588c1c79f37b1d57f5b8304e89a7f3380b836312dedb371697,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-3-194-None-42-20-a4c28aca,audited,4,lo,volume,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,7304a97ab68e5bc757164a9151a32d16d6e196e7add19ecd5cfbe54e404a24e3,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-4-194-None-42-20-85ed1b9a,audited,4,lo,volume,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,187c8b5cc463e33a3ced8cee809269bff3466365501c77ecfbee1cad62181c0a,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-5-194-None-42-20-d49435fe,audited,4,lo,volume,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,d8a7887757141a679e4bf8cac1ebc3d5ed71e3ca9466f425269923213bb3ddf1,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-lo-volume-3-6-194-None-42-20-f50a6bbf,audited,4,lo,volume,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,33fc1a2b7e7406ff6b7d8c8bb16afb2a0786dfb56de973200d01351a9d7a4cb8,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-1-194-None-42-20-2822fa79,audited,4,ar,occ,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,1d1847abeecf7e638839f5d2391bb5b98e998a2b866cc7fc7335c41697b541f8,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-2-194-None-42-20-4b8f176a,audited,4,ar,occ,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,147a86ea3fed2e9b037b8a9a58bbc8588decdeb266ff41f19c6e4f9c3a976fc7,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-3-194-None-42-20-4d8217ed,audited,4,ar,occ,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,ec462c0bd4037862e9107bfc187d1add446219a6300622afb322d3585729a1f4,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-4-194-None-42-20-c4d026b1,audited,4,ar,occ,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,c2695d5c5c86700dd9a6714e1d20840105f1c4640be243defc23bfe84cd990df,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-5-194-None-42-20-fb2a9fb8,audited,4,ar,occ,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,0cacb76c4de7cfad409897343eaf035fb5ebf708f3ac6e09d995b06e5d785ad5,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-occ-3-6-194-None-42-20-0932efba,audited,4,ar,occ,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,1ca6ff13068f571f27959d51daf587861d1c6385a769f2bb288af537d8313098,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-1-194-None-42-20-e2facba0,audited,4,ar,duration,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,896b078ae58cc7c4624c041145fa03b0c0c56a8cbb72ba544a58acb681808c53,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-2-194-None-42-20-7b71237b,audited,4,ar,duration,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,3f5957ef7f8e966c053b27682ac00b3f082b5e84930922b4df21b9014f56294b,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-3-194-None-42-20-49558fed,audited,4,ar,duration,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,72eb97da44dcb6fcb1888f09cc2dc81eb205b38059ef5a21e6aa2fdc64d1c795,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-4-194-None-42-20-23341268,audited,4,ar,duration,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,496c315ad443d0faa9ee689def998ecdeba0dcf3debd1523a9d4ac4bbf1c8f69,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-5-194-None-42-20-5e718977,audited,4,ar,duration,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,63e63de4cb63c08c86d862bd10b366807fe4b9fe7b9eb3379caa41041b73c478,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-duration-3-6-194-None-42-20-11814b5f,audited,4,ar,duration,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,2b50e9494a4b8305c38c65a15fff4fb70a8df6e6a5f85daf314c6818548af1c2,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-1-194-None-42-20-9cb42b57,audited,4,ar,volume,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,1b9f1892f90759fcb1f1b514a863d6676b9e10cb4d473837dca8e351620b1c2f,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-2-194-None-42-20-2fb94ae6,audited,4,ar,volume,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,1b7160fa76398f73895ddbacfcad0fc4289f13fa52bd5113e4954a826f73a0ff,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-3-194-None-42-20-4a48889b,audited,4,ar,volume,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,acbe467127e643272e9789c4c04b2a94e13cae57f4bf247384afea68075e1949,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-4-194-None-42-20-92a04a4c,audited,4,ar,volume,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,eb4cd63b6d7a6088649291e259b61fad34990d687f0ef9c9e70f18e752216256,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-5-194-None-42-20-3fa51567,audited,4,ar,volume,3,5,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,1de8cd1ab3b1063755ff031652dbda9c5308bd21a01c691ebe592ab384214e45,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-ar-volume-3-6-194-None-42-20-b5c6c139,audited,4,ar,volume,3,6,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,f06b78fc3c8683b9fc50871bbc3b7191d3d92a998260be68d0cc44123e24c983,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-arima-occ-3-1-194-None-42-20-88156e60,audited,4,arima,occ,3,1,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,9ba4ebad2d05ef977564eb363490b267a520b11b47769918756cbeaf44dd1eb8,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-arima-occ-3-2-194-None-42-20-982f52a6,audited,4,arima,occ,3,2,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,11e3c6b264d948bbbaadb1c00704cd5e15e8f0a5f04bfe4861831de0304eadff,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-arima-occ-3-3-194-None-42-20-8bc37b2d,audited,4,arima,occ,3,3,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,555b28e473b18ed132d56a9389aa74a4e0ce3908daabb3101611da0f3acef9d6,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
audited-t4-arima-occ-3-4-194-None-42-20-6a2b8a99,audited,4,arima,occ,3,4,194,None,42,20,complete,S4,原论文信息不足不能唯一确定,✓,reuse_existing_artifact,,,,,,,,,,,7da8b4cca7d7e2a1af79837c74a6ed31690f4763e3a4dd883563fd6d773b6080,0,,0,论文与仓库均未披露 Table 4 节点身份；node 194 是预注册反向识别候选而非唯一真值。,private-evidence://UrbanEV-reproduction/state\manifest_audited_table4.csv
